layer_loc, layername, MSE, MAE, max_m, min_m, max_n, min_n,norm MSE, norm MAE, norm_max_m, norm_min_m, norm_max_n, norm_min_n 
161 ,model/block_13_pad/Pad, 6.35170524691358, 0.880192901234568, 127.0, -128.0, 127.0, -128.0, 0.003516515251249075, 0.020710423588752747, 6.0, 0.0, 6.0, 0.0
162 ,model/block_13_depthwise_relu/Relu6;model/block_13_depthwise_BN/FusedBatchNormV3;model/block_13_depthwise/depthwise, 4.191220238095238, 0.9375354308390023, 127.0, -128.0, 127.0, -128.0, 0.00232039880938828, 0.02205965854227543, 6.0, 0.0, 6.0, 0.0
163 ,model/block_13_project_BN/FusedBatchNormV3;model/block_15_project/Conv2D;model/block_13_project/Conv2D1, 2.6514030612244897, 1.182015306122449, 72.0, -98.0, 73.0, -99.0, 0.046465784311294556, 0.15647748112678528, 10.85531997680664, -11.649611473083496, 10.987701416015625, -11.78199291229248
164 ,model/block_14_expand_relu/Relu6;model/block_14_expand_BN/FusedBatchNormV3;model/block_16_depthwise_BN/FusedBatchNormV3;model/block_16_depthwise/depthwise;model/block_14_expand/Conv2D, 8.507738095238095, 1.6788690476190475, 127.0, -128.0, 127.0, -128.0, 0.004710166249424219, 0.03950279951095581, 6.0, 0.0, 6.0, 0.0
165 ,model/block_14_depthwise_relu/Relu6;model/block_14_depthwise_BN/FusedBatchNormV3;model/block_16_depthwise_BN/FusedBatchNormV3;model/block_16_depthwise/depthwise;model/block_14_depthwise/depthwise, 4.350297619047619, 0.7806122448979592, 127.0, -128.0, 127.0, -128.0, 0.0024084695614874363, 0.01836734637618065, 6.0, 0.0, 6.0, 0.0
166 ,model/block_14_project_BN/FusedBatchNormV3;model/block_15_project/Conv2D;model/block_14_project/Conv2D1, 5.447448979591837, 1.7520408163265306, 82.0, -69.0, 84.0, -70.0, 0.05014562979340553, 0.16809864342212677, 7.38772439956665, -7.09989070892334, 7.579613208770752, -7.195835590362549
167 ,model/block_14_add/add, 4.198086734693877, 1.53125, 84.0, -107.0, 86.0, -106.0, 0.09468284249305725, 0.22996197640895844, 12.164519309997559, -16.519718170166016, 12.46487808227539, -16.369539260864258
168 ,model/block_15_expand_relu/Relu6;model/block_15_expand_BN/FusedBatchNormV3;model/block_16_depthwise_BN/FusedBatchNormV3;model/block_16_depthwise/depthwise;model/block_15_expand/Conv2D, 8.43203656462585, 1.5868835034013606, 127.0, -128.0, 127.0, -128.0, 0.004668255336582661, 0.037338439375162125, 6.0, 0.0, 6.0, 0.0
169 ,model/block_15_depthwise_relu/Relu6;model/block_15_depthwise_BN/FusedBatchNormV3;model/block_16_depthwise_BN/FusedBatchNormV3;model/block_16_depthwise/depthwise;model/block_15_depthwise/depthwise, 1.6563988095238096, 0.37076955782312926, 127.0, -128.0, 124.0, -128.0, 0.000917037483304739, 0.008723990060389042, 6.0, 0.0, 5.929411888122559, 0.0
170 ,model/block_15_project_BN/FusedBatchNormV3;model/block_15_project/Conv2D1, 2.8238520408163263, 1.164923469387755, 98.0, -99.0, 97.0, -99.0, 0.13587123155593872, 0.2555290162563324, 20.180438995361328, -23.03202247619629, 19.96108627319336, -23.03202247619629
171 ,model/block_15_add/add, 2.745280612244898, 1.1924744897959183, 113.0, -116.0, 110.0, -115.0, 0.22393648326396942, 0.34057921171188354, 30.274354934692383, -35.129676818847656, 29.41753387451172, -34.84407043457031
172 ,model/block_16_expand_relu/Relu6;model/block_16_expand_BN/FusedBatchNormV3;model/block_16_depthwise_BN/FusedBatchNormV3;model/block_16_depthwise/depthwise;model/block_16_expand/Conv2D, 5.543409863945579, 0.7974489795918367, 127.0, -128.0, 127.0, -128.0, 0.0030690161511301994, 0.018763504922389984, 6.0, 0.0, 6.0, 0.0
173 ,model/block_16_depthwise_relu/Relu6;model/block_16_depthwise_BN/FusedBatchNormV3;model/block_16_depthwise/depthwise, 8.427147108843537, 1.1094600340136054, 127.0, -128.0, 127.0, -128.0, 0.004665549378842115, 0.026104943826794624, 6.0, 0.0, 6.0, 0.0
174 ,model/block_16_project_BN/FusedBatchNormV3;model/block_16_project/Conv2D1, 6.476147959183673, 1.9229591836734694, 83.0, -88.0, 91.0, -87.0, 0.061532992869615555, 0.18744145333766937, 8.090469360351562, -8.577847480773926, 8.87027359008789, -8.480371475219727
175 ,model/out_relu/Relu6;model/Conv_1_bn/FusedBatchNormV3;model/Conv_1/Conv2D, 107.64207589285714, 3.095296556122449, 127.0, -128.0, 127.0, -128.0, 0.059594228863716125, 0.07283051311969757, 6.0, 0.0, 6.0, 0.0
176 ,model/global_average_pooling2d/Mean, 14.19140625, 2.20859375, 78.0, -128.0, 79.0, -128.0, 0.006599058397114277, 0.04762599617242813, 4.442173004150391, 0.0, 4.4637370109558105, 0.0
177 ,model/predictions/MatMul;model/predictions/BiasAdd, 4.327, 1.603, 53.0, -101.0, 61.0, -100.0, 0.025981174781918526, 0.12421368807554245, 8.523709297180176, -3.4094836711883545, 9.14361572265625, -3.3319954872131348
178 ,Identity1, 1.392, 0.064, 13.0, -128.0, 48.0, -128.0, 2.124023376381956e-05, 0.0002500000118743628, 0.55078125, 0.0, 0.6875, 0.0
179 ,Identity, 84.848, 0.32, 20.0, -115.0, 176.0, 0.0, 0.001294677727855742, 0.0012499999720603228, 0.078125, -0.44921875, 0.6875, 0.0
